user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
fan-client,true,Fan|Customer,Packages,public.platform,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,home,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,home,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,community,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,community,mobile,native,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,community.club,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,community.club,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,community.member,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,community.member,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,artist.public,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,artist.public,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,artist.onboarding,web,available,allowed,allowed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,artist.onboarding,mobile,native,allowed,allowed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,marketplace,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,marketplace,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,marketplace.order-tracking,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,marketplace.order-tracking,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,service.mixing-mastering,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,service.mixing-mastering,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,bookings.public,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,bookings.public,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,bookings.dj-booth,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,bookings.dj-booth,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.trials,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.trials,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.live-session-registration,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.live-session-registration,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.records,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.records,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.donations,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.donations,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.domo,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,public.domo,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,profile.detail,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,profile.detail,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,social,web,available,allowed,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social,mobile,native,allowed,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.instagram,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,social.instagram,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,social.vcard,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,social.vcard,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.inbox,web,available,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.inbox,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.events,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.events,mobile,native,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.events.create,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.events.create,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.event.detail,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.event.detail,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,social.event.logistics,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,social.event.logistics,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,social.discovery,web,available,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
fan-client,true,Fan|Customer,Packages,social.discovery,mobile,native,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
fan-client,true,Fan|Customer,Packages,chat,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,chat,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.contacts,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.contacts,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.companies,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.companies,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.leads,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,crm.leads,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.calendar,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.calendar,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.rooms,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.rooms,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.orders,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.orders,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.services,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.services,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.pipelines,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.pipelines,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.live-sessions,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.live-sessions,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.domo-campaign,web,available,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.domo-campaign,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,studio.reports,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,studio.reports,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,school.teacher-portal,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.teacher-portal,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.teachers,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.teachers,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.classes,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.classes,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.trial-lessons,web,available,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.trial-lessons,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.trial-queue,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,school.trial-queue,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,internships,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,internships,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.artists,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,label.artists,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,label.projects,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.projects,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.releases,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.releases,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.assets,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.assets,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.tracks,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.tracks,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.ddex.inbox,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.ddex.inbox,mobile,native,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.ddex.document,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,label.ddex.document,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,label.ddex.import,web,available,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed
fan-client,true,Fan|Customer,Packages,label.ddex.import,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,label.ddex.partners,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,label.ddex.partners,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,operations.inventory,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,operations.inventory,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,operations.marketplace-orders,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,operations.marketplace-orders,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,operations.equipment-bookings,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,operations.equipment-bookings,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,finance.payments,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.payments,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.account-report-builder,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
