user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.vcard,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.vcard,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.inbox,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.inbox,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.events,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.events,mobile,native,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.events.create,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.events.create,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.event.detail,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.event.detail,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.event.logistics,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.event.logistics,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.discovery,web,available,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,social.discovery,mobile,native,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,chat,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,chat,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.contacts,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.contacts,mobile,native,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.companies,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.companies,mobile,native,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.leads,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,crm.leads,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.calendar,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.calendar,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.rooms,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.rooms,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.orders,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.orders,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.services,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.services,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.pipelines,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.pipelines,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.live-sessions,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.live-sessions,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.domo-campaign,web,available,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.domo-campaign,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.reports,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,studio.reports,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.teacher-portal,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.teacher-portal,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.teachers,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.teachers,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.classes,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.classes,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.trial-lessons,web,available,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.trial-lessons,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.trial-queue,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,school.trial-queue,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,internships,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,internships,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.artists,web,available,allowed,allowed,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.artists,mobile,native,allowed,allowed,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.projects,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.projects,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.releases,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.releases,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.assets,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.assets,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.tracks,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.tracks,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.inbox,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.inbox,mobile,native,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.document,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.document,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.import,web,available,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.import,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.partners,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,label.ddex.partners,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.inventory,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,allowed,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.inventory,mobile,native,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,allowed,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.marketplace-orders,web,available,allowed,allowed,locked-requestable,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.marketplace-orders,mobile,web-fallback,allowed,allowed,locked-requestable,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.equipment-bookings,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,operations.equipment-bookings,mobile,native,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.payments,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.payments,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.account-report-builder,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.account-report-builder,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.esteban-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.esteban-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.david-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,finance.david-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.course-registrations,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.course-registrations,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.courses,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.courses,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.users,web,available,concealed,concealed,concealed,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.users,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.roles,web,available,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.roles,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.system-status,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.system-status,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.activity,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.activity,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.logs,web,available,allowed,allowed,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.logs,mobile,web-fallback,allowed,allowed,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.diagnostics,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.diagnostics,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.brain,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.brain,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.calendar-integration,web,available,concealed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.calendar-integration,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.cms,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.cms,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
